40,technician,divorced,secondary,no,-375,yes,no,cellular,13,may,60,5,-1,0,unknown,no,-0.375
38,blue-collar,married,secondary,no,361,yes,no,unknown,11,jun,601,1,-1,0,unknown,no,0.361
40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no,0.643
51,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no,0.837
41,management,married,tertiary,no,666,yes,no,unknown,21,may,253,3,-1,0,unknown,no,0.666
39,admin.,single,tertiary,no,2600,yes,no,unknown,17,jun,77,1,-1,0,unknown,no,2.6
54,services,married,secondary,no,88,yes,no,unknown,13,may,190,1,-1,0,unknown,no,0.088
43,management,married,tertiary,no,422,no,no,cellular,12,aug,110,1,-1,0,unknown,no,0.422
49,services,married,secondary,no,400,no,no,cellular,21,aug,151,3,-1,0,unknown,no,0.4
37,blue-collar,married,secondary,no,103,yes,no,cellular,12,may,153,1,-1,0,unknown,no,0.103
32,unemployed,married,secondary,no,2400,yes,yes,cellular,5,feb,450,3,-1,0,unknown,no,2.4
39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,unknown,yes,0.426
23,blue-collar,married,primary,no,1158,yes,no,cellular,16,apr,743,1,-1,0,unknown,no,1.158
31,services,single,secondary,no,481,yes,no,cellular,20,nov,106,2,183,2,failure,no,0.481
21,student,single,secondary,no,6844,no,no,cellular,14,aug,126,3,127,7,other,no,6.844
58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201,1,-1,0,unknown,no,0.602
44,services,married,secondary,no,5780,yes,no,cellular,1,apr,525,2,-1,0,unknown,no,5.78
38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,260,1,-1,0,unknown,no,0.917
49,housemaid,married,tertiary,no,443,no,no,cellular,8,aug,27,6,-1,0,unknown,no,0.443
59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,-1,0,unknown,yes,9.676
34,management,single,tertiary,no,0,no,no,cellular,21,aug,191,2,-1,0,unknown,no,0.0
29,admin.,single,secondary,no,3432,yes,no,cellular,17,apr,139,2,-1,0,unknown,no,3.432
34,student,married,unknown,no,1387,no,no,cellular,30,apr,121,1,-1,0,unknown,no,1.387
31,technician,single,tertiary,no,614,no,no,cellular,11,aug,72,4,-1,0,unknown,no,0.614
29,self-employed,married,secondary,no,-76,yes,no,unknown,27,may,305,2,-1,0,unknown,no,-0.076
41,services,married,secondary,no,171,no,no,cellular,21,jul,71,9,-1,0,unknown,no,0.171
59,management,divorced,tertiary,no,0,yes,no,cellular,31,jul,52,8,-1,0,unknown,no,0.0
