37,admin.,married,secondary,no,11303,no,no,cellular,26,may,500,2,-1,0,unknown,no,11.303
36,technician,married,tertiary,no,167,yes,no,cellular,28,jan,57,1,-1,0,unknown,no,0.167
42,management,married,primary,no,-679,yes,yes,cellular,6,may,159,1,343,2,failure,no,-0.679
22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no,1.161
56,services,married,secondary,no,22196,yes,no,cellular,21,nov,189,1,-1,0,unknown,no,22.196
34,management,divorced,tertiary,no,13204,yes,yes,cellular,20,nov,197,2,-1,0,unknown,no,13.204
22,admin.,single,secondary,no,4111,no,yes,cellular,19,aug,65,1,-1,0,unknown,no,4.111
57,retired,married,secondary,no,107,no,no,cellular,14,jul,85,2,-1,0,unknown,no,0.107
58,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138,5,-1,0,unknown,no,0.497
45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,no,4.646
47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,no,2.303
36,unemployed,married,secondary,no,-35,no,no,cellular,30,jan,339,3,-1,0,unknown,no,-0.035
57,housemaid,married,secondary,no,0,no,no,cellular,22,aug,197,2,-1,0,unknown,no,0.0
35,student,single,unknown,no,0,no,no,telephone,28,jan,122,3,-1,0,unknown,no,0.0
50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181,2,-1,0,unknown,no,0.452
48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181,9,-1,0,unknown,no,1.159
52,unemployed,married,primary,no,20,yes,no,telephone,28,jan,172,1,-1,0,unknown,no,0.02
32,management,married,tertiary,no,913,yes,no,cellular,23,jun,883,1,674,4,failure,no,0.913
59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes,1.033
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes,0.459
36,admin.,married,secondary,no,0,yes,yes,cellular,9,feb,101,2,-1,0,unknown,no,0.0
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes,0.844
42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no,-0.105
36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown,no,-0.011
49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes,0.197
34,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165,7,-1,0,unknown,no,2.892
27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,no,0.058
57,management,married,primary,no,-226,yes,no,unknown,4,jun,272,1,-1,0,unknown,no,-0.226
36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes,2.987
35,admin.,married,secondary,no,0,no,no,unknown,7,may,326,1,-1,0,unknown,no,0.0
28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no,0.183
