35,management,divorced,tertiary,no,160,yes,no,unknown,4,jun,141,6,-1,0,unknown,no,0.16
22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,yes,0.691
37,blue-collar,single,primary,no,6969,yes,no,unknown,20,may,412,1,-1,0,unknown,no,6.969
53,admin.,married,secondary,no,459,no,no,cellular,14,oct,317,6,192,1,success,no,0.459
36,management,married,tertiary,no,340,yes,no,cellular,20,apr,68,2,-1,0,unknown,no,0.34
45,blue-collar,married,primary,no,137,yes,yes,unknown,16,may,187,19,-1,0,unknown,no,0.137
48,blue-collar,married,secondary,no,425,yes,no,telephone,9,jul,693,2,-1,0,unknown,no,0.425
35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,111,1,-1,0,unknown,no,-0.587
59,retired,married,primary,no,0,yes,no,unknown,26,may,104,7,-1,0,unknown,no,0.0
30,management,single,tertiary,no,604,no,yes,cellular,2,feb,475,1,-1,0,unknown,no,0.604
33,technician,married,tertiary,no,8023,no,no,cellular,25,feb,196,1,87,4,failure,no,8.023
49,blue-collar,married,primary,no,0,yes,yes,telephone,23,jul,97,6,-1,0,unknown,no,0.0
44,management,married,tertiary,no,7635,no,no,cellular,21,aug,719,5,-1,0,unknown,no,7.635
41,blue-collar,married,primary,no,951,yes,no,cellular,20,apr,23,4,-1,0,unknown,no,0.951
48,management,married,tertiary,no,263,yes,no,unknown,5,may,350,2,-1,0,unknown,no,0.263
32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,may,82,3,363,2,other,no,0.005
53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,no,7.29
29,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202,1,87,2,failure,no,1.992
34,blue-collar,married,secondary,no,250,yes,no,unknown,29,may,193,6,-1,0,unknown,no,0.25
31,admin.,single,secondary,no,-407,no,yes,cellular,7,jul,230,1,-1,0,unknown,no,-0.407
42,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no,0.0
57,retired,divorced,secondary,no,-331,yes,no,unknown,6,may,531,1,-1,0,unknown,no,-0.331
63,retired,married,primary,no,1084,no,no,cellular,14,oct,201,1,183,1,success,no,1.084
32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,yes,0.811
56,management,married,tertiary,no,15520,no,no,cellular,18,nov,420,1,-1,0,unknown,no,15.52
47,services,married,secondary,no,0,yes,no,telephone,9,jul,250,1,-1,0,unknown,no,0.0
40,entrepreneur,married,tertiary,no,3571,no,no,unknown,9,jun,222,3,-1,0,unknown,no,3.571
