53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,0,unknown,no,0.0
47,management,married,tertiary,no,6637,yes,no,cellular,17,apr,174,2,-1,0,unknown,no,6.637
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no,1.582
25,technician,single,secondary,no,2157,yes,no,cellular,21,jul,339,1,-1,0,unknown,no,2.157
28,management,single,tertiary,no,1351,no,no,cellular,10,dec,267,1,-1,0,unknown,no,1.351
52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no,1.818
31,management,married,tertiary,no,6290,no,no,cellular,20,nov,303,2,-1,0,unknown,no,6.29
31,self-employed,married,tertiary,no,1134,no,no,cellular,6,feb,174,2,-1,0,unknown,no,1.134
38,management,single,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,yes,0.104
23,technician,single,secondary,no,598,no,no,cellular,30,apr,166,1,-1,0,unknown,no,0.598
73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes,0.796
58,retired,married,secondary,no,225,no,no,cellular,7,aug,122,6,-1,0,unknown,no,0.225
43,unemployed,married,tertiary,no,58,yes,no,cellular,9,feb,48,4,-1,0,unknown,no,0.058
42,technician,married,secondary,no,473,yes,no,cellular,7,jul,216,5,-1,0,unknown,no,0.473
37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,unknown,no,0.267
32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes,4.665
48,management,married,tertiary,no,586,yes,yes,cellular,6,may,179,2,-1,0,unknown,no,0.586
50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no,0.246
30,technician,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,-1,0,unknown,no,0.799
25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes,0.808
38,management,married,tertiary,no,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no,0.389
40,technician,married,secondary,no,4441,yes,no,cellular,20,nov,153,2,183,2,failure,no,4.441
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes,2.16
57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,-1,0,unknown,no,1.238
56,management,married,tertiary,no,856,yes,yes,cellular,4,feb,70,4,7,7,other,no,0.856
29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown,no,-0.478
29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes,0.113
